 SName   Trtime       RAsw    Desw    pe  T90   Flu  Flue  P1  Pe
180818B	12:30:18	104.227	39.310	1.7	134.4	23	2	1.2	0.2
180818A	03:12:04	169.698	-48.344	2.3	13.7	2.6	0.6	0.6	0.2
180812A	08:22:30	245.839	74.674	2.3	16.51	8.0	1.4	1.9	0.4
180809B	20:28:48	299.712	-15.293	1.0	233.2	730	10	26.3	0.6
180805B	13:02:36	25.877	-17.475	3.1	122.5	9.6	1.7	1.7	0.2
180805A	09:04:49	167.575	-45.327	2.1	1.68	1.1	0.3	1.1	0.2
180728A	17:29:00	253.574	-54.037	1.0	8.68	296	6	132.0	2.9
180727A	14:15:28	346.639	-63.066	1.1	1.1	2.7	0.2	3.6	0.2
180721A	11:06:48	347.708	4.871	1.8	47.6	5.9	0.9	0.9	0.1
180720C	22:23:57	265.655	-26.634	1.7	124.2	24	2	1.1	0.2
180720B	14:21:44	0.528	-2.925	1.2	NA	860	10	67.9	2.6
180718A	01:57:45	336.019	2.790	3.0	0.08	NA	NA	NA	NA
180715A	18:07:05	235.085	-0.899	2.0	0.68	1.3	0.2	1.2	0.2
180709A	10:52:00	38.086	60.333	1.6	215.1	14	2	0.6	0.2
180706A	08:24:40	181.687	66.044	1.1	42.7	24	1	3.2	0.2
180705A	15:41:14	212.605	-11.640	2.1	123.2	20	3	0.7	0.3
180704A	05:36:42	32.605	69.965	1.3	19.7	62	4	9.6	1.2
180630A	11:11:51	48.885	-87.476	1.0	18.85	18	1	6.6	0.4
180626A	08:21:16	243.569	14.759	1.0	30.07	48	2	4.1	0.4
180624A	13:49:40	318.096	-2.356	1.3	486.4	58	3	1.4	0.2
180623A	16:41:56	214.528	-60.268	1.0	114.9	120	2	5.6	0.2
180620B	15:50:37	357.514	-57.954	1.0	198.8	100	3	3.6	0.2
180620A	08:34:58	279.890	23.239	1.0	23.16	58	2	7.7	0.4
180618A	00:43:13	169.948	73.825	1.5	47.4	6.7	1.0	2.2	0.2
180614A	19:16:13	3.073	46.969	1.9	7.04	2.1	0.3	0.7	0.1
180613A	15:36:18	211.545	-43.082	1.8	50.8	NA	NA	NA	NA
180602A	08:14:50	142.343	32.080	1.5	45.4	16	1	0.9	0.2
180514A	13:25:33	197.382	36.970	1.3	46.9	10	1	0.7	0.1
180512A	22:01:47	201.940	21.404	1.9	24.0	4.2	0.7	0.6	0.2
180510B	20:15:42	77.965	-62.320	1.7	134.3	21	2	1.2	0.2
180510A	19:24:34	276.335	-31.917	1.0	40.4	62	2	8.9	0.5
180504A	19:46:13	331.144	-14.665	1.3	88.3	22	2	0.8	0.2
180425A	06:46:21	64.450	-32.949	1.5	11.2	11	1	2.2	0.3
180418A	06:44:06	170.132	24.925	1.2	2.29	3.2	0.2	3.0	0.2
180411A	12:27:43	356.840	66.790	1.0	77.5	120	0	6.1	0.2
180410A	08:02:59	95.974	12.804	1.9	100.7	22	2	0.7	0.2
180407A	01:54:49	35.236	33.513	1.8	95.9	14	2	0.9	0.2
180404B	02:11:44	53.390	-50.213	1.0	111.5	120	2	5.2	0.2
180404A	00:45:35	83.540	-37.168	1.1	35.2	13	1	1.3	0.2
180402A	09:44:59	251.923	-14.928	2.0	0.18	1.4	0.2	1.8	0.3
180331B	15:38:39	196.781	61.735	2.0	147.0	19	2	2.8	0.3
180331A	04:14:55	66.005	13.386	1.9	48.0	6.1	1.0	0.5	0.1
180329B	14:08:23	82.905	-23.694	1.8	210.0	33	3	1.4	0.4
180329A	00:58:00	329.314	-15.043	2.3	9.1	2.3	0.4	0.5	0.2
180325A	01:53:02	157.416	24.461	1.1	94.1	65	2	9.4	0.3
180324A	04:37:09	76.581	56.744	1.4	7.2	5.6	0.5	4.4	0.3
180316A	04:57:25	265.422	0.737	1.5	87.0	49	4	3.3	0.5
180314B	22:23:36	297.855	23.634	2.0	73.0	9.6	1.4	1.1	0.2
180314A	00:43:31	99.208	-24.530	3.1	51.2	110	4	7.9	0.6
180311A	18:03:49	3.379	-54.491	2.3	23.0	3.3	0.7	0.6	0.2
180224A	22:21:07	202.675	38.073	1.3	10.9	4.7	0.5	1.4	0.2
180222A	13:10:03	256.537	-36.819	1.6	64.0	7.9	1.0	0.4	0.1
180205A	04:25:29.3	126.819	11.536	1.1	15.5	10	1	3.4	0.3
180204A	02:36:16	330.123	30.852	1.1	1.16	4.8	0.3	3.6	0.3
180115A	04:16:03	12.040	-15.632	1.8	40.9	7.6	1.1	0.6	0.2
180113A	02:47:06	19.211	68.682	1.0	64	48	2	2.5	0.2
180111A	16:42:06	149.782	48.254	1.0	50.6	102	2	4.9	0.3
180103A	01:08:30	159.585	-53.555	3	NA	NA	NA	NA	NA
180102A	15:49:44	203.078	62.161	1.5	10.8	3.5	0.4	1.0	0.1
171222A	16:24:59	148.273	35.624	1.7	174.8	19	2	0.7	0.2
171216A	03:06:59	212.013	-50.500	2.1	30.0	4.8	1.0	0.8	0.2
171212A	11:57:21	293.920	20.597	1.7	320	34	3	0.7	0.2
171211A	09:27:32	98.154	-58.689	1.8	2.32	2.4	0.3	2.3	0.3
171209A	14:46:16	139.387	-30.523	1.2	161.7	75	3	1.6	2
171205A	07:20:43	167.423	-12.599	1.6	189.4	36	3	1.0	0.3
171123A	14:14:47	186.198	32.503	2.4	58.5	4.8	1.0	0.8	0.2
171120A	13:20:02	163.774	22.461	1.2	64	86	3	11.4	0.5
171115A	18:51:20	278.392	9.118	1.5	38.2	6.9	0.8	0.6	0.1
171103A	23:10:32	249.510	-10.206	1.5	3.90	3.8	0.4	3.6	0.3
171102B	15:20:29	288.096	22.434	2.1	17.8	9.3	1.4	1.2	0.4
171027A	08:23:06	61.683	-2.601	1.2	96.6	75	2	3.0	0.2
171020A	23:07:10	39.260	15.199	1.8	41.9	12	1	0.7	0.2
171011A	18:32:47	236.766	-10.064	1.0	2.27	11	1	7.0	0.4
171010B	20:59:24.168	34.123	-54.410	1.6	30.4	3.9	0.5	NA	NA
171007A	11:57:38	135.635	42.930	3.6	105	2.9	1.1	0.4	0.1
171004A	07:55:32	139.150	52.684	1.3	107.1	30	2	0.9	0.3
171001A	18:25:40	22.080	-11.928	2.2	22.8	6.4	0.8	0.9	0.2
170921A	14:28:48	26.840	30.880	1.8	28.9	6.7	0.8	0.8	0.2
170912B	06:33:46	215.464	-61.997	1.0	19.6	24	1	5.7	0.3
170912A	01:34:16	167.386	-54.343	2.1	21.9	11	1	2.0	0.4
170906C	07:26:17	128.659	70.805	1.0	48.4	88	3	7.2	0.5
170906B	00:55:46	232.221	-28.251	3	NA	NA	NA	NA	NA
170906A	00:43:11	203.949	-47.088	1.3	88.1	320	0	10.9	0.4
170903A	12:49:07	254.532	34.985	1.3	29.2	24	2	3.9	0.5
170827A	05:12:28	276.189	-40.202	1.9	94.0	14	1	0.4	0.2
170823A	22:16:48	188.713	35.549	1.0	69.4	26	1	3.7	0.2
170822A	09:11:51	94.375	55.000	2.1	64	64	4	4.2	0.7
170813A	01:13:16	201.057	-5.527	3.4	75.5	19	2	0.8	0.2
170810A	22:01:41	187.928	3.664	1.0	152.4	48	2	1.2	0.2
170807A	21:56:09	143.434	-17.348	1.5	48.5	8.6	0.8	1.4	0.2
170804A	12:01:37	6.404	-64.781	1.3	43.4	13	1	0.9	0.2
170803A	17:30:27	174.947	-16.312	1.0	3.82	9.8	0.4	6.5	0.3
170728B	23:03:19	238.019	70.111	2.3	47.7	6.2	1.1	1.21	0.24
170728A	06:53:28	58.901	12.169	2.1	1.25	0.71	0.14	1.1	0.2
170724A	00:48:44	150.057	-1.025	2.4	98.0	11	2	0.5	0.2
170714A	12:25:32	34.322	1.962	2.2	NA	28	3	0.4	0.2
170711A	22:20:25	45.782	47.845	1.0	31.3	14	1	4.8	0.2
170710B	08:10:06.251	43.122	42.679	1.0	54.4	24	1	1.2	0.2
170710A	00:45:44	231.851	-38.523	3.5	32.6	7.4	1.7	1.0	0.3
170705A	02:45:47	191.708	18.298	1.0	217.3	95	3	13.9	0.4
170629A	12:53:33	129.963	-46.585	1.3	34.4	26	2	4.1	0.6
170626A	09:37:23	165.409	56.479	1.0	12.94	82	2	23.6	0.6
170607A	23:21:33	7.358	9.225	1.0	NA	75	3	NA	NA
170604A	19:08:50	342.645	-15.406	1.4	26.70	51	4	4.2	0.9
170531B	22:02:09	286.901	-16.414	1.5	164.13	20	2	0.8	0.2
170531A	20:07:32	121.218	-14.017	2.4	26.74	7.5	1.2	NA	NA
170526A	13:35:08	4.723	1.277	2.4	7.9	1.6	0.4	0.3	0.2
170524B	10:40:40	90.864	-17.086	3	46.4	66	2	0.3	NA
170524A	19:49:15	319.488	48.603	2.0	0.10	0.37	0.06	0.5	0.1
170519A	05:10:02	163.429	25.374	1.5	216.4	11	2	0.7	0.1
170516A	12:49:20	41.543	-55.929	1.6	36.78	8.5	0.9	1.3	0.2
170428A	09:13:42	330.051	26.913	1.2	0.20	2.8	0.2	2.8	0.2
170419B	21:33:46	60.494	-15.121	1.4	77.2	19	2	2.4	0.2
170419A	13:26:40	79.854	-21.433	1.7	8.18	3.1	0.5	1.5	0.2
170405A	18:39:48	219.824	-25.236	1.3	164.7	37	3	NA	NA
170331A	01:40:46	323.778	-24.406	2.0	17.57	9.7	1.6	1.2	0.4
170330A	22:29:51	283.331	-13.458	1.6	144.73	56	3	4.5	0.3
170325A	07:56:57.95	127.483	20.526	2.0	0.3	0.88	0.13	1.1	0.2
170318B	15:27:52	284.229	6.335	3.7	160.0	5.5	1.9	0.1	0.1
170318A	12:11:56	305.662	28.408	1.2	133.7	37	3	1.2	0.3
170317A	09:45:59	93.087	50.500	1.0	11.94	13	1	3.5	0.3
170311A	08:08:42	280.539	-30.041	2.0	6.32	2.5	0.5	0.8	0.2
170307A	20:24:21	13.510	9.538	2.5	56.92	13	2	1.4	0.3
170306A	07:06:12	263.087	-44.765	2.4	17.8	8.3	1.4	1.3	0.4
170208B	22:33:38	127.145	-9.027	1.0	128.07	61	2	8.4	0.2
170208A	18:11:16	166.544	-46.786	1.4	7.45	15	1	5.4	0.6
170206B	21:57:25	271.784	11.175	2.2	13.36	3.2	0.6	0.4	0.2
170205A	12:39:09	262.157	-0.058	1.0	26.1	38	1	4.3	0.3
170203A	00:03:41	332.861	25.186	2.2	45.2	6.2	1.1	0.8	0.2
170202A	18:28:02	152.526	5.021	1.0	46.2	33	1	4.7	0.3
170131A	23:15:13	341.447	64.006	3	NA	NA	NA	NA	NA
170127B	15:13:28	19.997	-30.340	1.9	0.51	1.0	0.2	1.1	0.2
170127A	14:21:15	174.382	-45.827	2.4	62.26	5.2	1.0	0.3	0.2
170126A	11:30:42	263.623	-64.755	1.0	9.5	28	3	7.3	1.1
170115A	20:50:08	332.145	13.750	1.9	48.0	4.7	0.8	0.2	0.1
170113A	10:04:05	61.735	-71.933	1.3	20.66	6.7	0.7	1.1	0.1
170112A	02:02:00	15.232	-17.233	2.5	0.06	0.13	0.04	0.3	0.1
170111A	00:33:28	20.688	-32.541	2.1	29.9	8.1	1.1	0.9	0.2
170101A	02:26:01	267.089	11.642	1.1	2.43	60	2	54.4	2.0
161224A	22:13:34.64	204.820	-18.028	1.9	47.04	8.2	1.3	0.8	0.3
161220A	08:33:30	350.841	-47.480	2.0	6	1.7	0.3	0.5	0.1
161219B	18:48:39	91.717	-26.801	1.0	6.94	15	1	5.3	0.4
161218A	03:47:36	245.250	-4.113	1.0	7.1	67	1	17.6	0.5
161217A	01:27:34	150.658	52.344	2.1	18.2	1.9	0.4	0.4	0.1
161214B	17:20:10	3.857	7.342	1.0	24.8	21	1	2.2	0.2
161202A	23:12:52	356.904	19.652	1.0	NA	86	3	5.9	0.3
161129A	07:11:39	316.221	32.137	1.8	35.53	36	1	3.4	0.2
161117B	09:49:43	298.830	-67.681	1.5	152.51	60	2	6.0	0.3
161117A	01:35:36	322.053	-29.612	1.0	125.7	200	0.0	6.8	0.3
161113A	17:30:26	179.794	-5.316	1.0	42.60	15	1	1.4	0.2
161108A	03:32:33	180.776	24.905	1.9	105.1	11	1	0.6	0.1
161105A	04:53:02	120.198	-44.763	1.2	177.3	61	2	1.4	0.2
161104A	09:42:26	77.906	-51.447	1.8	0.1	0.31	0.05	0.6	0.1
161022A	02:43:40	128.988	54.366	2.1	7.3	7.5	1.0	1.6	0.4
161017A	17:51:51	142.770	43.125	1.0	216.3	53	2	2.8	0.2
161014A	12:31:22	332.626	7.467	1.5	18.3	19	2	2.9	0.6
161011A	05:54:54	245.687	8.313	2.4	4.3	2.3	0.4	0.9	0.3
161007A	21:25:43	103.408	23.289	1.6	201.7	13	2	0.4	0.1
161004B	23:07:59	112.156	-39.896	1.0	15.9	88	2	10.1	0.4
161004A	12:58:28	263.127	-0.947	2.2	2.15	0.95	0.16	1.3	0.33
161001A	01:05:16	71.923	-57.261	1.0	2.6	6.7	0.4	3.5	0.2
160927A	18:04:49	256.268	17.334	1.8	0.48	1.5	0.2	1.9	0.3
160917A	11:30:19	295.652	46.400	1.5	16	13	1	2.2	0.3
160912A	16:07:43	301.595	57.585	2.7	NA	37	3	1.6	0.2
160905A	11:18:58	162.249	-50.803	1.0	64	150	2	6.3	0.3
160827A	15:46:45	179.274	-29.178	2.4	13.3	4.0	0.7	0.7	0.2
160826A	06:12:38	183.120	-67.664	2.6	52.6	4.9	0.9	0.4	0.1
160824A	23:22:25	80.087	40.039	1.2	99.3	26	2	1.3	0.2
160821B	22:29:13	280.005	62.387	1.4	0.48	1.0	0.1	1.7	0.2
160821A	20:34:30	171.254	42.345	1.0	NA	72	2	2.8	0.6
160815A	11:45:11	288.616	84.298	1.0	8.6	14	1	4.7	0.4
160804A	01:32:47	221.652	10.002	1.3	144.2	114	3	2.9	0.3
160801A	09:28:30	212.763	13.485	1.8	2.85	1.7	0.3	1.2	0.2
160726A	01:34:07	98.809	-6.617	1.3	0.7	2.6	0.2	3.2	0.3
160716A	01:08:30	190.502	-61.364	2.0	6.39	1.8	0.3	0.8	0.2
160714A	02:19:15	234.490	63.809	2.7	0.35	0.69	0.16	1.1	0.3
160712A	19:53:36	304.166	-26.965	1.3	NA	26	2	2.4	0.4
160709A	19:49:03.464	235.996	-28.188	2.4	4.8	4.5	0.7	2.7	0.4
160705B	21:02:07	168.107	46.707	2.3	54.4	7.3	1.1	0.5	0.2
160703A	12:10:05	287.414	36.913	1.0	44.4	90	2	5.8	0.3
160630A	04:04:09	198.238	-56.029	1.4	29.50	12	1	1.2	0.2
160625A	22:40:31	176.939	-65.142	1.0	53.9	33	1	3.0	0.2
160624A	11:27:01	330.210	29.667	2.6	0.2	0.40	0.09	0.5	0.1
160612A	20:12:48	348.364	-25.375	3	NA	1.16	0.12	NA	NA
160611A	21:40:34	164.417	-70.396	1.2	34.1	17	1	2.0	0.3
160607A	11:14:00	13.661	-4.952	1.0	33.4	210	0	21.8	0.5
160601A	14:43:02	234.923	64.532	1.9	0.12	0.66	0.11	0.9	0.2
160525B	09:25:07	149.438	51.197	2.2	0.29	0.32	0.08	0.9	0.2
160525A	01:33:59	103.575	-0.199	3.4	NA	1.9	0.7	0.06	0.02
160519A	00:17:33	71.122	31.246	2.2	35.57	12	2	2.4	0.5
160506A	03:29:15	265.857	-46.127	1.6	254.5	15	2	0.4	0.3
160504A	19:30:37	170.073	56.002	1.7	53.9	7.3	0.9	0.7	0.1
160501A	00:40:31	286.389	-17.249	1.8	118	9.5	1.3	0.5	0.2
160425A	23:26:11	280.339	-54.343	3.5	304.58	21	2	2.8	0.2
160424A	11:49:07	319.482	-60.408	1.2	6.3	12	1	5.1	0.4
160419A	15:16:37	16.418	-27.341	1.0	8.8	35	2	8.9	0.7
160417A	04:23:41	120.260	7.646	1.9	15	5.9	0.8	1.0	0.3
160412A	04:23:54	33.074	-67.636	1.0	31.6	19	1	1.6	0.2
160411A	01:28:51	349.370	-40.258	2.4	0.36	0.80	0.18	1.5	0.3
160410A	05:09:48	150.695	3.461	1.5	8.2	7.8	0.8	3.5	0.3
160409A	05:54:14	289.705	-5.390	3	NA	NA	NA	NA	NA
160408A	06:25:43	122.561	71.128	1.8	0.32	1.6	0.2	2.1	0.3
160327A	09:16:07	146.698	54.018	1.0	28	14	1	1.8	0.2
160325A	07:00:03	15.697	-72.702	1.0	64.9	71	2	5.2	0.2
160321A	15:55:27	99.420	5.753	1.6	33.6	5.3	0.7	0.5	0.1
160314A	11:32:51	112.766	17.024	1.7	8.73	2.8	0.4	0.9	0.2
160313A	02:37:15	183.821	57.278	2.0	42.6	5.8	0.8	0.4	0.1
160303A	10:54:42	168.710	22.710	2.1	5.0	1.5	0.3	1.0	0.1
160228A	17:34:32	107.311	26.946	1.3	98.36	20	1	1.2	0.1
160227A	19:32:08	195.034	78.672	2.8	316.5	31	2	0.6	0.1
160225A	14:20:56	164.217	53.659	1.9	157	16	2	1.0	0.2
160223A	01:44:25	147.603	9.369	1.0	127	50	2	3.1	0.2
160220B	11:10:53	259.851	-18.123	1.0	31.4	70	2	6.6	0.4
160220A	01:25:25	236.942	-18.539	1.8	8.3	5.2	0.7	1.0	0.3
160216A	19:10:31	311.679	-71.550	1.0	11.0	20	1	7.3	0.5
160203A	02:13:10	161.967	-24.772	1.7	20.2	12	1	1.3	0.4
160131A	08:20:31	78.170	-7.037	1.1	325	204	5	6.4	0.3
160127A	08:43:07	225.966	0.080	1.8	6.16	3.3	0.5	1.4	0.3
160123A	08:58:20	150.277	-33.790	1.6	3.95	3.5	0.4	1.3	0.2
160121A	13:50:37	109.080	-23.590	1.2	12.0	6.1	0.5	1.2	0.2
160119A	03:06:08	211.916	20.453	2.0	116	71	2	2.9	0.2
160117B	13:59:27	132.190	-16.340	3	NA	NA	NA	NA	NA
160117A	10:13:39	20.367	-0.677	1.8	118.58	31	2	1.4	0.2
160104A	11:24:10	76.808	11.334	1.7	16.2	4.0	0.5	1.0	0.2
151229A	06:50:27	329.363	-20.732	1.0	1.78	5.9	0.4	7.2	0.4
151228B	22:47:14	344.431	8.081	1.0	48.0	24	1	1.0	0.2
151228A	03:05:12	214.017	-17.665	1.8	0.27	0.84	0.11	0.9	0.2
151215A	03:01:28	93.622	35.529	2.8	17.8	3.1	0.7	1.6	0.2
151210A	03:12:56	65.080	-71.225	1.8	94.9	13	2	0.8	0.2
151205B	21:43:14	41.190	-43.461	2.3	1.4	0.77	0.16	0.7	0.2
151205A	15:46:00	229.291	35.767	1.3	62.8	14	1	0.6	0.1
151127A	09:08:49	19.664	-82.762	2.8	0.19	0.23	0.06	0.4	0.1
151122A	17:00:40	299.704	-19.899	3	NA	NA	NA	NA	NA
151118A	03:06:30	57.169	65.889	1.4	23.4	4.5	0.6	1.2	0.1
151114A	09:59:34	120.947	-61.033	1.8	4.86	3.7	0.6	2.9	0.4
151112A	13:44:48	2.050	-61.680	2.6	19.32	9.4	1.2	1.9	0.2
151111A	08:33:23	56.850	-44.154	1.0	76.93	17	1	1.0	0.1
151107A	17:19:36	217.139	-59.680	2.7	NA	NA	NA	NA	NA
151031A	05:50:30	83.189	-39.125	1.3	5.00	3.2	0.3	1.7	0.2
151029A	07:49:39	38.537	-35.356	1.8	8.95	3.9	0.6	1.8	0.3
151027B	22:40:40	76.188	-6.428	2.4	80.00	15	3	NA	NA
151027A	03:58:24	272.498	61.361	1.1	129.69	78	2	6.8	0.6
151023A	13:43:04	271.012	-8.289	1.8	10.66	2.6	0.4	1.1	0.2
151022A	14:06:32	349.223	55.812	2.3	116.7	11	2	0.8	0.2
151021A	01:29:12	337.647	-33.189	1.0	110.2	280	10	9.7	0.8
151006A	09:55:01	147.426	70.508	1.0	203.9	69	2	2.6	0.2
151004A	18:09:04	213.613	-64.956	2.3	128.40	10	1	0.4	0.1
151001B	18:29:36	336.974	64.637	2.1	109	14	2	0.5	0.3
151001A	15:04:22	233.722	10.984	1.1	8.94	6.7	0.5	1.3	0.2
150925A	04:09:28	227.538	-19.640	2.0	121	14	2	0.6	0.2
150915A	21:18:24	319.675	-34.874	2.3	164.7	8.0	1.8	0.5	0.2
150911A	18:40:21	67.428	5.731	1.0	7.2	21	1	5.2	0.3
150910A	09:04:48	5.677	33.466	2.3	112.2	48	4	1.1	0.4
150907B	23:26:27	255.265	-63.798	1.8	62.0	11	2	1.0	0.2
150901A	15:26:35	183.609	25.076	2.7	64.0	4.5	1.3	NA	NA
150831B	22:19:27	271.030	-27.243	2.0	6.2	14	2	6.1	1.1
150831A	10:34:12	221.034	-25.619	1.3	1.15	3.8	0.3	3.4	0.3
150821A	09:44:00	341.913	-57.883	1.7	172.1	7.9	1.9	NA	NA
150819A	00:50:08	42.340	9.787	2.8	52.1	4.8	0.9	0.3	0.1
150818A	11:36:32	230.340	68.342	1.1	123.3	41	2	2.4	0.3
150817A	02:05:13	249.635	-12.050	1.0	38.8	59	1	9.6	0.3
150811A	04:06:09	291.347	-15.434	1.9	34.00	4.9	0.8	0.5	0.2
150801B	22:41:48	82.961	-5.374	1.4	426	31	2	2.5	0.2
150728A	12:51:11	292.271	33.906	2.6	0.83	0.33	0.1	0.5	0.1
150727A	19:02:02	203.968	-18.320	1.0	88	37	2	1.0	0.2
150724A	05:46:35	97.549	-19.147	1.9	280	22	2	0.9	0.2
150722A	09:57:53	218.297	-35.196	2.8	67	6.1	0.9	0.4	0.1
150720A	14:02:09	119.577	-28.281	1.5	151	5.6	1.0	0.3	0.1
150716A	07:06:43	278.481	-12.978	1.1	44	15	1	0.8	0.1
150711A	18:23:03	221.624	-35.464	1.0	64.2	43	2	3.8	0.4
150710B	08:05:35	83.191	-46.960	1.2	15	3.5	0.1	8.3	0.3
150710A	00:28:02	194.484	14.309	1.5	0.15	0.71	0.09	0.7	0.1
150626B	20:22:52	187.627	66.794	1.9	48.0	10	1	0.6	0.2
150626A	02:12:49	111.353	-37.803	1.9	144	18	2	0.4	0.3
150616A	22:49:19	314.713	-53.403	1.2	599.5	190	10	2.9	0.4
150615A	04:42:27	107.554	-22.466	1.8	27.6	5.5	0.7	0.6	0.2
150607A	07:55:09	140.015	68.436	1.2	26.3	23	2	4.9	0.5
150530B	13:28:38	7.496	44.290	3	NA	1.25	0.2	NA	NA
150530A	11:42:18	327.511	57.519	1.2	6.62	18	1	4.1	0.6
150527A	06:48:55	288.962	4.195	1.0	112	31	2	0.3	0.2
150513A	20:31:19	49.044	-22.868	1.0	162	54	2	2.9	0.3
150430A	00:21:28	326.481	-27.919	1.6	107.1	69	5	5.0	1.0
150428B	03:12:03	292.661	4.114	1.3	130.9	37	3	1.4	0.3
150428A	01:30:40	188.539	6.967	1.2	53.2	63	3	3.0	0.5
150424A	07:42:57	152.305	-26.646	1.0	91	15	1	12.0	0.4
150423A	06:28:04	221.601	12.264	1.9	0.22	0.63	0.10	0.9	0.1
150413A	13:54:58	190.396	71.839	1.9	263.6	43	4	1.6	0.3
150407A	00:31:10	216.603	38.541	3	NA	NA	NA	NA	NA
150403A	21:54:16	311.505	-62.706	1.0	40.90	170	3	17.6	-.6
150402A	00:37:46	173.658	40.992	2.5	14	NA	NA	NA	NA
150323C	17:05:21	192.625	50.165	2.4	159.4	13	3	1.1	0.3
150323B	09:28:38	260.447	38.316	1.5	 60	NA	NA	NA	NA
150323A	02:49:14	128.173	45.442	2.07	149.6	61	2	5.4	0.3
150318A	07:04:53	324.990	-61.461	1.2	83.88	25	2	1.1	0.2
150317A	04:22:42	138.995	55.477	1.7	23.29	6.5	0.6	1.2	0.2
150314A	04:55:16	126.661	63.839	1.0	14.79	220	3	38.5	0.9
150309A	23:03:06	277.004	86.417	1.9	242	170	0	9.0	0.3
150302A	05:42:36	175.515	36.852	2.8	23.74	2.6	0.6	0.4	0.1
150301B	19:38:04	89.159	-57.969	1.0	12.44	18	1	3.0	0.2
150301A	01:04:28	244.281	-48.732	1.9	0.48	0.74	0.10	1.0	0.2
150222A	16:56:40	198.787	-12.151	1.0	15.90	22	1	4.7	0.3
150213B	22:31:30	253.448	34.165	1.8	181	30	4	1.1	0.4
150212A	10:57:19	285.497	47.389	1.2	11.4	8.9	0.6	1.9	0.2
150211A	11:52:11	254.846	55.390	1.0	13.6	NA	NA	NA	NA
150206A	14:30:02	10.076	-63.181	1.0	83.2	139	3	10.1	0.4
150204A	06:31:08	160.241	-64.043	1.5	12	8.0	0.4	1.85	0.12
150203A	04:09:07	98.394	6.952	1.1	25.8	9.1	0.6	0.9	0.1
150202A	23:10:02	39.261	-33.132	1.7	25.7	6.1	0.7	1.0	0.2
150201A	13:46:59	11.820	-37.620	1.7	26.1	7.8	1.2	NA	NA
150120B	07:21:55	39.309	8.064	2.3	24.30	5.4	0.8	1.2	0.2
150120A	02:57:46	10.330	33.980	1.5	1.20	1.4	0.2	1.8	0.2
150110B	22:08:30	289.374	32.529	1.2	10.6	4.9	0.4	1.4	0.2
150103A	20:02:18	131.674	-48.896	2.0	49.1	8.2	1.3	0.5	0.2
150101B	15:23:00	188.044	-10.956	2.5	0.018	0.23	0.06	NA	NA
150101A	06:28:53	312.599	36.669	2.5	0.060	0.23	0.05	0.3	0.1
141225A	23:01:07	138.754	33.774	2.2	40.24	25	2	1.3	0.4
141221A	08:07:10	198.283	8.197	1.1	36.9	21	1	3.1	0.2
141220A	06:02:52	195.058	32.146	1.2	7.21	26	1	8.9	0.7
141212B	13:23:48	250.866	31.749	1.0	10.5	12	1	3.9	0.3
141212A	12:14:01	39.167	18.163	1.9	0.30	0.72	0.12	1.2	0.2
141205A	08:05:17	92.859	37.876	2	1.1	1.2	0.3	NA	NA
141130A	23:10:56	222.804	47.323	1.4	62.9	28	1	1.2	0.2
141121A	03:50:43	122.665	22.206	2.1	549.9	53	4	0.9	0.3
141109B	07:47:39	222.453	73.141	2.6	54.2	6.3	0.9	0.4	0.1
141109A	05:49:55	144.563	-0.581	3.0	200	68	3	2.5	0.2
141102A	12:51:40	208.614	-47.100	4	2.5	NA	NA	NA	NA
141031B	14:56:45	356.883	41.355	2.2	16.0	2.5	0.5	0.3	0.1
141031A	07:18:26	128.632	-59.160	1.4	920	29	5	0.5	0.2
141026A	02:36:51	44.049	26.925	1.9	146	13	1	0.4	0.2
141022A	01:27:42	241.930	-72.152	2.2	8.72	4.8	0.7	0.9	0.3
141020A	07:48:39	225.054	55.328	1.7	15.55	4.6	0.6	0.7	0.2
141017A	18:25:28	93.601	-58.596	2.1	55.7	31	1	6.7	0.3
141015A	09:12:59	87.535	18.370	2.2	11.0	1.6	0.4	0.5	0.1
141005A	05:13:06	291.103	36.098	1.7	4.34	11	1	4.2	0.8
141004A	23:20:54	76.721	12.828	1.0	3.92	6.7	0.3	6.1	0.3
140930B	19:41:42	6.360	24.298	1.6	0.84	4.2	0.4	4.0	0.4
140927A	05:15:11	291.802	-65.400	2.2	6.26	2.7	0.5	0.9	0.2
140919A	15:15:15	221.540	-32.153	1.5	151.3	59	4	2.0	0.5
140916A	10:43:47	40.384	-39.688	2.4	80.1	17	3	1.3	0.4
140909A	06:56:51	193.638	63.494	NA	NA	NA	NA	NA	NA
140907A	16:07:08	48.133	46.596	1.4	79.2	43	2	2.5	0.2
140903A	15:00:30	238.021	27.608	1.0	0.30	1.4	0.1	2.5	0.2
140901B	06:17:24	112.184	-29.209	2.0	10	9.5	1.3	NA	NA
140828A	06:54:14	142.029	14.569	1.3	18.8	13	1	2.2	0.3
140824A	08:40:28	206.627	33.285	1.7	3.09	1.9	0.2	1.2	0.2
140818B	18:44:16	271.168	-1.354	2.1	18.1	5.4	0.8	1.1	0.3
140817A	07:02:01	127.244	58.191	1.0	244	46	2	7.2	0.3
140730A	19:43:51	56.350	-66.580	2.1	41.3	2.8	0.5	0.5	0.1
140719B	20:49:35.68	39.731	-2.384	1.7	53.0	13	1	0.7	0.2
140719A	05:53:55.2	171.571	-50.115	2.4	48	4.3	0.8	0.2	0.1
